Project#,ProjectName,Campus,Building,Fusion#,Floor,Room,RoomName,Latitude,Longitide,GeneralvsFixed,AssetIDNo,FAIDNo,Make,Model,SerialNo,CSI Div,CSI,SubGroup01,SubGroup02,SubGroup03,SubGroup04,Item,ClassPriority,ClassCompliance,ClassInterconnect,ClassWarranty,ClassCondition,ClassBlanket,Takeoff,Callout,Sheet,OM,OMBinderNo,OMTabNo,OMDigital,Submittal,SubmittalDigital,EqWarranty,EqWarrantyDigital,EqWarrantyDuration,EqWarrantyStarts,EqWarrantyExpires,LifeCycleDuration,LifeCycleExpires,ServiceContract,ServiceContractCo,DistrictResponsible,OrigContractor,OrigContract,CostEstimateatStart,Unnamed: 51,Unnamed: 52,Item a Consumable ?,Unnamed: 54,Recommend Indiv item Tracking?,Currently Indiv item tracked?,Unnamed: 57,Recommend Waldrop ID Tag?,Currently Waldrop ID Tag?,sheet
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,AH - Air Handling Unit - see AHU Schedule,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Air Cooled Chiller - CH,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Air Separator Schedule - AS,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Chilled Water Pump,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Condensing Unit,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Controls Panel,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,CWST (ST) - Chilled Water Storage Tank,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Exhast Fan - EF,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Expansion Tank - ET,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Hot Water Pump,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Sensor,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Split System - CU (Outside),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Split System - FC (Inside),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Thermostats,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,VAV - Variable Air Volume Terminal Schedule,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Volume Damper,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Operable Gate in Mechanical Screen,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Performance Cert of Compliance Data - HVAC Zones -- See 04-110817 Mech Sheets,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Cert of Compliance Data - Energy Checklist - Opaque Surfaces -- See 04-110817 Mech Sheets,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Diffusers - Exhaust Air,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Diffusers - Return Air,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Diffusers - Supply Air,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Fire Smoke Dampers,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Roof Curbs,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Exterior Ductwork,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,23,23-HVAC,,,,,Exterior Grilles,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,UPS - Uninteruptable Power Supply,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Washing Machine / Dryer,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Electric Meter,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Elevator Smoke Door,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Lighting Control Panel; Network Lighting Controls,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Bloom boxes - power,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,SDGE Box,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Street Light / Pathway Light,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Dedicated Power for BTU Meter (Gas Meter),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Egress / Emergency Lighting,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,Yes,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Elec hand wash / sink,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Electrical Cabinets and Enclosures,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Lighting Fixtures; Luminaire Schedule,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Lighting Inverter,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Panel Boards,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Switchboards; Wall-Mounted Panelboards,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Transformer,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,TVSS - Transient Voltage Surge Suppressor,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Solar Panels,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Junction Boxes,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Substation??,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Elec outlets / power outlets,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,?,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Wall Switch,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,?,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Cert of Compliance - Indoor Lighting (see 04-110817 E Sheets),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,?,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,26,26-Electrical,,,,,Cert of Compliance - Outdoor Lighting (see 04-110817 E Sheets),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,?,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,27,27-Communications,,,,,Assisted Listening System Receivers,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11110
11110,,City,,,,,,,,,,,,,,27,27-Communications,,,,,Projector (LCD - Ceiling Mounted),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11110
11110,,City,,,,,,,,,,,,,,27,27-Communications,,,,,Teaching Podium Control Stations,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11110
11110,,City,,,,,,,,,,,,,,27,27-Communications,,,,,Television / Monitor,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11110
11110,,City,,,,,,,,,,,,,,27,27-Communications,,,,,Clocks,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,27,27-Communications,,,,,Public Announcement System,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,27,27-Communications,,,,,BlueRay/DVD/Video Streamer,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,Yes,?,11110
11110,,City,,,,,,,,,,,,,,27,27-Communications,,,,,LCD Screens / Digital Signage,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,27,27-Communications,,,,,Data Outlet,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,Fire,,,,Heat Detector,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,Fire,,,,Horn/Strobe,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,Fire,,,,Manual Pull Stations,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,Fire,,,,Mini Horn,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,Security,,,,Motion Detector,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,Security,,,,Panic Switch,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Battery Backup -- see UPS,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Card Reader / Security / Keypad,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Door Contact,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Fire Alarm LCD Annunciator Panel; Notifier Panels,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Fire Sprinkler System (Existence of in Building),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Security Alarm/Keypad,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Smoke Guard,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Access Control Panel,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Emergency Telephone Box; Emergency Wall Phone,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Fire Alarm Relays,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Fire Alarm Transponder,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Fire Smoke Dampers,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Fire Sprinkler Control Panel,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Carbon Dioxide Sensor,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,FACP - Fire Alarm Control Panel,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,FATC - Fire Alarm Terminal Cabinet,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Fire Strobes,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,FSCP - Firefighter's Smoke Control Panel,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Knox Box,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Pre-Action Release Panel,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Projector Alarm with Relay,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,SCDC - Smoke Control Damper Cabinet,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,SCTC - Smoke Control Terminal Cabinet,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Security Cameras (CCTV?),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,28,28-Elec-Safety-Security,,,,,Smoke Detectors,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,31,31-Earthwork,,,,,Retaining Walls,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,31,31-Earthwork,,,,,Caissons,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Site benches,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Exterior kiosk,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,ADA Curb Ramps,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,ADA Ramps,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Traffic Control - Signs/Speed Bumps,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Trees,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Motorized Gate / Controllers,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Parking sensors,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Patio furniture,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Backflow Device,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Flow Sensor,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Irrigation Controller,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Irrigation Heads/Bubblers,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Irrigation Meter,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Irrigation Valves - in General,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Exterior Temperature Sensor,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Curb and Gutter,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Curb Ramps,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Driveway/Hardscape/Pavers,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Downspouts,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Fence,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Irrigation Valves (Air Relief Valve),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Irrigation Valves (Ball Valve),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Irrigation Valves (Master Control),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Irrigation Valves (Quick Coupler Valve),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Irrigation Valves (Remote Control),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Asphalt,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Bollards,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Gate - Non-Motorized,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Iron Fencing,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Parking Stops,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,32,32-Ext-Improvements,,,,,Sidewalk / Exterior,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11110
11110,,City,,,,,,,,,,,,,,33,33-Utilities,,,,,Exterior Drain,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,33,33-Utilities,,,,,Sewer Lateral,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,33,33-Utilities,,,,,Sewer Line,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,33,33-Utilities,,,,,Sewer Manhole/Box,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,33,33-Utilities,,,,,Storm Drain,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
11110,,City,,,,,,,,,,,,,,33,33-Utilities,,,,,Storm Drain Manhole/Box,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11110
